learn about,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r730878144-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Jan 2019,5.0,Worth a visit,"One of the few museums were you can really learn about local history and culture. Not too long, maybe 30-40 minutes."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r720965177-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Sep 2019,5.0,Worth spending at least a few minutes while in Patan Durbar Square.,Part of the Durbar Square ticket. Worth spending at least a few minutes while in Patan Durbar Square. Excellent Buddhist statues. Architecturally interesting.
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r720350692-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Oct 2019,4.0,An insight into Nepali history and culture,"Very interesting museum and complex. Very old and lots of stairs. Lots of temples and palaces and intricate models of Ganesh, Shiva, Buddha etc.  Well worth a visit."
learn about,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r718086664-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Apr 2019,5.0,Mini tour of the history and culture of Nepal,The small ancient town of Pathan with its various temples and palaces provides an excellent opportunity to learn about the history and culture of Nepal. There are several temples undergoing renovation. There are lso many shops selling Nepali souvenirs. Several local restaurants are also available. Plan to spend at least 4 the 5 hours in the entire Durham complex.
experience,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r713033924-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Sep 2019 • Friends,5.0,Old is passionate museum in patan,It was a amazing experience we are had here we has see here old thin it's was incredible things has here Archaeological objects we have to see in this museum
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r697395721-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Aug 2019 • Solo,4.0,Interesting,"One of the ancient cities in Khatmandu that boasts Nepal's artistic heritage, touching both Buddhism and Hinduism coexistence- - - temples, Newari houses and buildings that were built since 13th century. Museum galleries that exhibits 1,500 artifacts. The place also house 'The Living Goddess Kumari'. The Kumari is believed to be an incarnation of the goddess Taleju - based on 32 criterias such as ""eyelashes like a cow"" and ""thighs like a deer"". A new Kumari is typically chosen once the previous one has started her menstruation cycle. The Kumari may only leave her palace on ceremonial occasions, her feet never touching the ground as she is carried around by family members and seeing the Kumari is considered to be 'good luck'.  Entrance fee for foreigner: NRS1000"
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r679072456-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Jun 2019 • Friends,4.0,Very interesting,It is a small museum but it is worth visiting. Many interesting facts about their culture and history.
felt like,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r672835819-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Apr 2019,5.0,Aged Buildings,"What I like best about this place even though the sun was very hot , there was something about it the building is very cool inside, it felt like if there was a a/c inside, there was none though, very relaxing...rich history."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r669104301-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Apr 2019 • Solo,4.0,Interesting,This is an interesting little museum. The info. that goes with the exhibits are well written and enlightening. The cafe is lovely.
appreciate,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r667810242-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Mar 2019 • Solo,4.0,Excellent museum,"The Patan Museum has a good collection of art and artifacts housed in a marvelous building. Patan is not as busy as Kathmandu so it is a good place to appreciate Nepalese architecture and style. It was also, very fortunate, to escape the massive damage of the earthquake of 2015 and while there was damage it was not as bad as Kathmandu. Spend time reading the explanations of art and explore the museum. Nowhere else in Nepal you will find such information readily available. Guides don’t know much about these treasures and will probably give you the wrong information. The entrance to the museum is included in the ticket for the entire complex."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r666075151-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Feb 2019 • Friends,5.0,Interesting museum,"A most interesting museum, with lots of features that interest. Cafe which is convenient. I particularly liked the old photographs."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r662652011-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Mar 2019 • Family,4.0,Fascinating museum and temple area,This was the most interesting site we visited. The temples are beautiful although many are still being restored after the earthquake. The museum is worth a visit.
appreciate,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r651961510-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Dec 2018 • Couples,5.0,Nearing the end of our visit to Nepal - perfect,"The ancient city of Patan is known in modern terminology as the 'City of Fine Arts'. Well, my husband and I thought this might be a bit lite. The main square is filled with Hindu temples and Buddhist monuments. The Royal Palace pretty much dominates the area in its granduer; the 16th C stone Krishna Mandira with 21 pinnacles dedicated the Lord Krishna does hold its own. But there's more: the Golden Temple and the terra cotta temple of Mahabouddha. By this time we were pretty much exhausted after three weeks of none stop travel. We gazed at all the above maybe more in a stupor than wonder. Now, by reviewing this extraordinary city, we fully appreciate what was to be our last great adventure in Nepal. Nameste."
interesting;learn about,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r641919483-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Dec 2018 • Family,5.0,Interesting museum which is included in Durbar square ticket price,"Come in and learn about the restoration work to the Patan Palace, see the beautifully restored courtyards and galleries, and watch craftsmen working."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r640629146-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Dec 2018 • Friends,5.0,Peaceful Patan,"I along with my friends decided to visit some of the old and UNESCO listed heritage site of Nepal. First off we drove to Patan, an old city located a few kilometers from central Kathmandu. The Patan durbar square was fascinating. Some of the old temples and palace buildings were badly damaged by the earthquake but restoration work was in progress. Patan Museum showcased some interesting artifacts. I fully recommend a visit to this museum for people interested in oriental culture and Buddhism. There’s so much for you to discover here! Thank you!"
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r640495737-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Jun 2018 • Friends,5.0,Outstanding,"displays were outstanding, in museum in the Royal Palace complex, with many monuments in the main square and smaller ones in the surrounding. A bustling local and traditional spices, fruits and household goods market is adjoining to the square. 'Gardens' contained tent/shelters where men were reassembling and when necessary remaking parts/trim damaged by earthquake which was very interesting. They were very skilled artisans."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r639567791-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Dec 2018 • Friends,3.0,Nice historical,I heard about this place since long but had no chance to visit but few days ago I been nice interesting who want to see historical things
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r635890814-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Nov 2018 • Couples,5.0,Interesting museum to learn the history of the area,"The Patan Museum is very informative with a lot of history to be learned here. The surrounding buildings, although damaged in the earthquake and still in various stages of repair, are extremely valuable in learning about the many carvings in both stone and wood that are found on them.  Inside the museum are many sculptures and art from past centuries. We did have a guide which made it easier for us to know what everything was. Enjoyed this area very much."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r635667228-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Nov 2018 • Solo,4.0,Great place,"I visited last year and it has some very interesting artefacts.Friendly staff and easy access . Ideal visit along with Durbha Square, which is nearby."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r633914495-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Nov 2018 • Couples,4.0,Loaded With History And A Good Collection Of Asian Art,This was once the residence of the Malla kings and now houses a fine collection of religious art displayed in a series of brick and timber rooms. For the casual viewer it was a good museum and for those into Asian art it would be something special and for those not that tuned into the art scene it was interesting architecturally and historically.
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r631535878-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Nov 2018 • Solo,4.0,Interesting view to area,"Though it has not fully recovered from the earthquake it gives good insights into history and significance of area.  Some good images of pre earthquake days. The building is stunning. Wood carving beautiful, intricate. I particularly loved the fabric mural. Royal bath was amazing. Lots to see. Cafe is worth visiting for a lovely green space, excellent service and plenty of options for dining."
experience;interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r629031539-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Oct 2018 • Friends,4.0,Good experience,"After getting out of the taxi from the short trip from Kathmandu, we were approached by a guide who offered his services for 500 Nepali rupees per person. It was worth paying him as we were in Patan during Dashain and he was able to give an explanation of the festival which includes the sacrifice of animals. Thankfully we only witnessed the aftermath The palace complex is fascinating with lots of opportunities for interesting photographs We were also taken to a shop selling the Healing Bowl,which is amazing,and another shop selling paintings which were beautiful Overall we spent around 3 hours and felt this was plenty of time to get a flavour of Patan"
experience,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r621563648-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Dec 2017 • Solo,5.0,Excellent displays in an outstanding example of traditional architecture,"Really an outstanding experience for those who want to explore the culture of the Kathmandu Valley. The restoration of the building itself rivals the excellent collection. All in all, a must!"
i enjoy,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r620110259-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Feb 2018 • Solo,5.0,A Wonder,"For me the best museum of all Nepal. I have been there a few times, I enjoy taking friends and family there when they visit. An amazing museography work, wonderful pieces, great setting, and such a good care..."
experience,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r591044818-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,May 2018 • Friends,5.0,Well Maintained Patan Museum,"Whilst in Lalitpur, Patan durbar square should be on your short list. We had a great guide Ammar Raj Guni for Patan city tour, got great experience walking through one spot to another. My suggestion - do the walk to the museum especially, well maintained about Hinduism and Buddhism icons but then grab lunch at one of the roof top cafes to watch people."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r580094168-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,May 2018 • Solo,5.0,Beautifully maintained,"This is one of the finest museums I have seen . Most of the artefacts and statues date back to the tenth century . The history and philosophy around each artefact is very well explained in English . The various poses of Buddha , the philosophy behind multiple arms of Hindu Gods , sects of Buddhism etc are interesting to read and learn ! Need good physical stamina to climb the stairs ."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r577877537-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Apr 2018 • Couples,4.0,Take your shoes off and enjoy!,"The museum is very interesting, in a very understated way. It is simplistic yet very very interesting. Note the details of the artifacts, they are stunning.You have to take your shoes off, as it is an earthen floor. Very unusual. Hint: Use the windows onto the courtyard for some nice pictures. Hint: Go to the gift shop and buy somethings. The people are very pleasant and the money goes back to the restoration effort. Definitely recommend."
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r575087207-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Apr 2018 • Couples,5.0,"Learn more about the religions of this area, and metalworking","This museum explains buddhism, hinduism and religious artefacts. When we were there certain parts were under renovation, but the exhibitions had moved around.  There is an interesting section on the different metalworking skills that are employed in making statues, masks.  It's very worthwhile to have lunch at the Patan Museum Cafe, operated by the Summit Hotel group."
experience,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r566212034-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Mar 2018 • Friends,5.0,A Fascinating Journey into the Past,"I have visited Patan Durbar Square Museum on many occasions over the past four decades, and it is always an inspiring and learning experience! It is a great example of Seventeenth Century palace architecture! The building is an integrated, wholistic example of design born out of a “culture of construction,” reflecting a society’s social structure, management system, craftsmen and their skills and available materials!"
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r564141300-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Jan 2018 • Friends,4.0,wonderful museum,very interesting and very nice to get to look at the ancient oraments! Nice and relax way to look at the history of Nepal. also really nice to wander around the area and relax with friends
interesting,https://www.tripadvisor.com/ShowUserReviews-g315764-d310829-r552522704-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,https://www.tripadvisor.com/Attraction_Review-g315764-d310829-Reviews-Patan_Museum-Patan_Lalitpur_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,ATTRACTIONS,Nov 2017 • Friends,4.0,Well worth a visit,"I am not usually one to visit museums, however, seeing that I was visiting Patan Durbar Square without a guide, I decided to step in to find out a bit more about it all. I landed up staying a lot longer than expected, simply because it was genuinely interesting and I clearly had a lot to learn!"
